"체결시간","체결가","체결량" 
"10:16:01 239","7190","+6"
"10:16:01 329","7190","+3"
"10:16:01 426","7190","+8"
"10:16:01 438","7190","+4"
"10:16:01 537","7190","+4"
"10:16:01 553","7190","+1"
"10:16:01 638","7190","+4"
"10:16:01 638","7190","+4"
"10:16:01 830","7190","+2"
"10:16:01 931","7190","+2"
"10:16:02 033","7190","+1388"
"10:16:02 846","7170","-20"
"10:16:04 527","7180","-919"
"10:16:04 527","7170","-1081"
"10:16:04 943","7190","+3"
"10:16:05 239","7190","+414"
"10:16:05 633","7180","-2035"
"10:16:05 633","7170","-3465"
"10:16:06 649","7190","+1"
"10:16:07 243","7190","+1"
"10:16:08 730","7180","-60"
"10:16:10 323","7190","+5"
"10:16:10 329","7190","+5"
"10:16:10 528","7190","+2"
"10:16:10 735","7190","+10"
"10:16:10 735","7190","+2"
"10:16:10 737","7190","+5"
"10:16:10 937","7180","-10"
"10:16:10 939","7190","+20"
"10:16:10 941","7190","+4"
"10:16:11 243","7190","+5"
"10:16:11 245","7190","+7"
"10:16:11 252","7190","+10"
"10:16:11 320","7190","+3"
"10:16:11 321","7190","+257"
"10:16:11 326","7200","+1618"
"10:16:11 524","7180","-623"
"10:16:11 524","7170","-377"
"10:16:11 934","7200","+6"
"10:16:12 054","7180","-1"
"10:16:12 460","7190","-5"
"10:16:12 643","7190","+2"
"10:16:13 140","7200","+10"
"10:16:13 442","7190","-8"
"10:16:13 442","7190","+492"
"10:16:14 025","7190","-40"
"10:16:17 253","7190","-2"
"10:16:17 527","7200","+1"
"10:16:18 325","7190","-10"
"10:16:18 729","7190","-1492"
"10:16:19 651","7200","+10"
"10:16:19 735","7190","-19"
"10:16:21 657","7190","-55"
"10:16:22 338","7190","-40"
"10:16:22 451","7190","-69"
"10:16:23 269","7200","+41"
"10:16:24 533","7190","-124"
"10:16:24 624","7190","-47"
"10:16:24 929","7200","+10"
"10:16:25 840","7190","-500"
"10:16:26 249","7190","-5"
"10:16:27 738","7190","-286"
"10:16:28 339","7190","-1000"
"10:16:28 434","7190","-274"
"10:16:28 538","7190","+2"
"10:16:28 646","7190","+85"
"10:16:28 733","7190","+1"
"10:16:28 739","7190","+55"
"10:16:30 528","7190","-1"
"10:16:31 450","7200","+19"
"10:16:31 929","7200","+5"
"10:16:32 342","7200","+200"
"10:16:32 740","7200","+3"
"10:16:32 741","7200","+1"
"10:16:32 847","7200","+4"
"10:16:32 934","7200","+3"
"10:16:32 936","7200","+1"
"10:16:33 046","7200","+6"
"10:16:33 058","7200","+6"
"10:16:33 129","7200","+1"
"10:16:33 324","7200","+2"
"10:16:33 326","7200","+200"
"10:16:33 420","7190","-97"
"10:16:33 440","7200","+3"
"10:16:33 445","7200","+1"
"10:16:33 542","7200","+6"
"10:16:33 731","7200","+2"
"10:16:33 856","7200","+3"
"10:16:34 054","7200","+146"
"10:16:34 057","7200","+50"
"10:16:34 137","7190","-1220"
"10:16:34 244","7190","-2500"
"10:16:34 252","7200","+130"
"10:16:34 253","7190","-284"
"10:16:34 442","7200","+15"
"10:16:35 341","7200","+100"
"10:16:35 945","7200","+100"
"10:16:36 256","7190","-100"
"10:16:37 260","7190","-315"
"10:16:37 340","7200","+1"
"10:16:38 061","7200","+1000"
"10:16:38 324","7200","+130"
"10:16:38 467","7200","+999"
"10:16:38 531","7210","+539"
"10:16:38 734","7210","+260"
"10:16:39 132","7200","-201"
"10:16:39 132","7190","-276"
"10:16:40 337","7210","+1"
"10:16:41 657","7210","+1"
"10:16:42 737","7210","+1"
"10:16:42 854","7200","-20"
"10:16:43 533","7200","-51"
"10:16:46 052","7210","+27"
"10:16:46 931","7210","+3"
"10:16:47 023","7210","+48"
"10:16:47 739","7210","+1"
"10:16:47 745","7210","+1"
"10:16:48 059","7210","+29"
"10:16:48 130","7220","+1142"
"10:16:48 731","7210","-1"
"10:16:49 029","7210","-61"
"10:16:50 733","7210","-200"
"10:16:51 439","7210","-20"
"10:16:52 139","7220","+10"
"10:16:52 635","7210","-50"
"10:16:52 728","7220","+10"
"10:16:54 048","7220","+27"
"10:16:54 935","7220","+10"
"10:16:55 134","7220","+10"
"10:16:56 136","7220","+3"
"10:16:56 246","7220","+5"
"10:16:57 438","7220","+10"
"10:16:57 531","7220","+570"
"10:16:57 732","7230","+1018"
"10:16:57 950","7220","-334"
"10:16:57 950","7210","-666"
"10:16:59 657","7220","+20"
"10:16:59 657","7230","+447"
"10:17:00 420","7220","-6"
"10:17:00 943","7220","-4"
"10:17:01 420","7210","-871"
"10:17:01 534","7220","+6"
"10:17:01 734","7220","+10"
"10:17:02 743","7210","-50"
"10:17:02 825","7220","+10"
"10:17:03 930","7220","+20"
"10:17:03 930","7230","+30"
"10:17:04 338","7220","-130"
"10:17:04 630","7220","+1"
"10:17:06 133","7220","+151"
"10:17:06 235","7220","+30"
"10:17:07 247","7220","+1"
"10:17:07 347","7220","+104"
"10:17:07 432","7220","+300"
"10:17:08 330","7220","+236"
"10:17:08 537","7220","-13"
"10:17:12 201","7220","-2"
"10:17:14 140","7220","-600"
"10:17:15 835","7230","+40"
"10:17:16 247","7220","-3"
"10:17:16 632","7230","+200"
"10:17:16 640","7230","+50"
"10:17:17 737","7230","+100"
"10:17:18 458","7220","-1500"
"10:17:18 641","7220","-42"
"10:17:18 641","7210","-458"
"10:17:18 734","7220","+9"
"10:17:18 734","7230","+91"
"10:17:19 451","7220","-460"
"10:17:19 452","7210","-7540"
"10:17:19 925","7230","+2"
"10:17:22 060","7230","+10"
"10:17:26 938","7230","+3567"
"10:17:27 830","7230","+100"
"10:17:28 459","7230","+42"
"10:17:28 830","7230","+1"
"10:17:28 854","7230","+10"
"10:17:29 323","7220","-1"
"10:17:31 122","7230","+32"
"10:17:32 246","7230","+100"
"10:17:32 935","7220","-28"
"10:17:33 036","7220","-50"
"10:17:34 130","7220","-10"
"10:17:35 334","7220","-200"
"10:17:35 734","7230","+1"
"10:17:36 034","7220","-100"
"10:17:36 527","7220","-100"
"10:17:37 428","7230","+3"
"10:17:38 733","7230","+10"
"10:17:39 731","7230","+103"
"10:17:40 635","7230","-200"
"10:17:40 635","7220","-1024"
"10:17:40 740","7220","+500"
"10:17:40 745","7220","+2"
"10:17:43 540","7220","+10"
"10:17:44 133","7220","+2"
"10:17:44 329","7210","-4868"
"10:17:44 519","7220","+5"
"10:17:44 630","7220","+6"
"10:17:45 240","7210","-4"
"10:17:45 735","7210","-150"
"10:17:46 120","7220","+10"
"10:17:52 041","7210","-300"
"10:17:52 429","7210","-1"
"10:17:54 420","7220","+1000"
"10:17:55 933","7210","-70"
"10:17:56 225","7220","+100"
"10:17:58 248","7210","-10"
"10:17:58 367","7210","-30"
"10:18:01 241","7210","-794"
"10:18:01 433","7210","+10"
"10:18:02 168","7210","+200"
"10:18:03 431","7210","+10"
"10:18:03 557","7210","+200"
"10:18:05 159","7210","+10"
"10:18:05 219","7210","+413"
"10:18:07 554","7210","-50"
"10:18:08 239","7210","-1251"
"10:18:09 028","7210","+1"
"10:18:09 032","7210","+1"
"10:18:13 834","7210","+140"
"10:18:14 019","7210","+1000"
"10:18:15 029","7210","+21"
"10:18:15 920","7210","+10"
"10:18:16 145","7200","-1296"
"10:18:17 823","7210","+200"
"10:18:18 555","7200","-47"
"10:18:18 847","7210","+183"
"10:18:18 947","7210","+5"
"10:18:19 329","7210","+42"
"10:18:21 950","7210","-49"
"10:18:21 953","7210","-137"
"10:18:22 040","7210","-9"
"10:18:23 933","7210","-8"
"10:18:23 960","7210","-358"
"10:18:24 547","7210","+2"
"10:18:25 148","7210","+11"
"10:18:25 231","7210","+5"
"10:18:25 640","7210","+10"
"10:18:27 565","7200","-316"
"10:18:28 748","7210","+10"
"10:18:30 035","7210","+278"
"10:18:30 637","7210","-186"
"10:18:31 234","7210","-48"
"10:18:33 432","7200","-440"
"10:18:34 442","7200","-100"
"10:18:35 218","7210","+1"
"10:18:35 751","7210","+500"
"10:18:36 126","7200","-400"
"10:18:36 234","7210","+1"
"10:18:36 632","7210","+156"
"10:18:38 724","7210","-1344"
"10:18:40 527","7210","+10"
"10:18:41 926","7210","+10"
"10:18:43 040","7210","+10"
"10:18:44 234","7210","+10"
"10:18:45 346","7210","+208"
"10:18:45 428","7210","+10"
"10:18:46 019","7210","+1000"
"10:18:46 430","7200","-2"
"10:18:46 553","7210","+10"
"10:18:46 630","7210","+128"
"10:18:47 747","7210","+10"
"10:18:48 435","7210","+138"
"10:18:49 045","7210","+141"
"10:18:50 430","7210","+1845"
"10:18:50 633","7210","+1"
"10:18:51 561","7210","-500"
"10:18:56 629","7220","+16"
"10:19:00 042","7210","-200"
"10:19:00 228","7210","-5"
"10:19:00 347","7220","+1110"
"10:19:00 619","7220","-8"
"10:19:01 121","7220","-249"
"10:19:02 234","7220","-45"
"10:19:03 530","7230","+1"
"10:19:04 629","7230","+40"
"10:19:05 961","7230","+1"
"10:19:10 521","7220","-10"
"10:19:11 235","7220","-149"
"10:19:13 831","7220","-7"
"10:19:13 935","7220","-112"
"10:19:17 556","7220","+1000"
"10:19:17 925","7220","+6"
"10:19:17 930","7220","+2"
"10:19:18 326","7220","+10"
"10:19:18 532","7220","+138"
"10:19:18 547","7220","+257"
"10:19:24 735","7230","+5"
"10:19:27 428","7220","-100"
"10:19:30 042","7230","+5"
"10:19:30 824","7220","-480"
"10:19:34 022","7230","+10"
"10:19:35 155","7230","+2074"
"10:19:35 423","7230","+2194"
"10:19:35 532","7230","-8"
"10:19:37 118","7230","-100"
"10:19:37 836","7230","-100"
"10:19:39 423","7230","-1031"
"10:19:40 123","7230","+2000"
"10:19:40 620","7220","-1830"
"10:19:40 621","7210","-759"
"10:19:41 136","7220","+1"
"10:19:44 134","7210","-1700"
"10:19:44 441","7220","+299"
"10:19:44 842","7230","+20"
"10:19:47 457","7230","+41"
"10:19:48 127","7230","+1"
"10:19:50 324","7220","-200"
"10:19:50 836","7220","-464"
"10:19:51 046","7220","+1"
"10:19:51 731","7210","-1"
"10:19:58 933","7220","+2"
"10:19:59 030","7220","+2"
"10:19:59 045","7220","+4"
"10:19:59 053","7220","+4"
"10:19:59 055","7220","+6"
"10:19:59 249","7220","+8"
"10:19:59 255","7220","+4"
"10:19:59 321","7220","+8"
"10:19:59 535","7220","+3"
"10:19:59 732","7220","+4"
"10:19:59 848","7220","+2"
"10:20:01 841","7210","-350"
"10:20:04 725","7220","+1"
"10:20:17 049","7220","+1099"
"10:20:17 262","7220","-401"
"10:20:17 262","7210","-1775"
"10:20:19 817","7210","+8"
"10:20:20 725","7200","-5000"
"10:20:21 041","7210","+6"
"10:20:21 422","7210","+248"
"10:20:22 326","7200","-237"
"10:20:22 927","7210","+2000"
"10:20:23 048","7210","+10"
"10:20:23 128","7210","+2"
"10:20:23 426","7210","+1"
"10:20:23 928","7210","+10"
"10:20:24 331","7200","-100"
"10:20:25 620","7210","+100"
"10:20:26 939","7210","+927"
"10:20:27 242","7210","-1117"
"10:20:27 242","7200","-790"
"10:20:33 823","7220","+404"
"10:20:35 922","7210","-609"
"10:20:38 717","7210","+918"
"10:20:38 852","7210","+1"
"10:20:39 028","7200","-100"
"10:20:39 323","7210","+2"
"10:20:39 639","7210","+470"
"10:20:40 925","7210","-134"
"10:20:42 020","7210","+1"
"10:20:42 628","7210","+2"
"10:20:42 740","7210","+37"
"10:20:45 725","7210","+2"
"10:20:46 447","7210","+11"
"10:20:46 719","7210","-7"
"10:20:46 730","7210","-150"
"10:20:48 623","7210","-215"
"10:20:56 023","7220","+100"
"10:20:59 144","7220","+100"
"10:20:59 940","7210","-812"
"10:21:02 826","7210","-15"
"10:21:03 138","7210","-1000"
"10:21:04 434","7220","+10"
"10:21:05 859","7210","-932"
"10:21:06 016","7210","-300"
"10:21:06 137","7210","-2000"
"10:21:08 426","7210","-29"
"10:21:08 530","7210","+40"
"10:21:12 425","7210","+5"
"10:21:14 715","7210","+491"
"10:21:15 630","7210","-71"
"10:21:20 220","7210","+1000"
"10:21:22 019","7210","+100"
"10:21:22 019","7210","+154"
"10:21:23 739","7210","+100"
"10:21:26 429","7210","+10"
"10:21:27 838","7210","+5"
"10:21:28 554","7210","+138"
"10:21:31 423","7210","+1000"
"10:21:31 631","7210","+10"
"10:21:31 743","7210","+30"
"10:21:32 946","7210","+4"
"10:21:33 042","7210","+41"
"10:21:33 722","7210","+150"
"10:21:34 341","7210","+100"
"10:21:34 826","7210","+50"
"10:21:35 823","7210","+3"
"10:21:36 755","7200","-1"
"10:21:37 339","7210","+292"
"10:21:38 049","7210","+1"
"10:21:38 738","7210","+500"
"10:21:41 023","7210","+1"
"10:21:42 746","7200","-379"
"10:21:42 934","7210","+614"
"10:21:43 329","7210","+1"
"10:21:43 547","7210","+48"
"10:21:43 746","7210","+3"
"10:21:43 943","7210","+11"
"10:21:45 736","7210","+500"
"10:21:46 032","7210","+6"
"10:21:46 035","7210","+2"
"10:21:46 036","7210","+245"
"10:21:46 348","7220","+2301"
"10:21:48 940","7220","+100"
"10:21:53 750","7220","+5"
"10:21:54 145","7220","+10"
"10:21:54 434","7220","+2432"
"10:22:00 049","7220","-10"
"10:22:02 149","7230","+1"
"10:22:02 149","7230","+1702"
"10:22:03 326","7230","+1286"
"10:22:06 142","7230","-121"
"10:22:06 435","7230","+42"
"10:22:10 325","7220","-30"
"10:22:10 952","7220","-104"
"10:22:12 349","7230","+1"
"10:22:16 921","7230","+2"
"10:22:17 756","7230","+5"
"10:22:20 242","7230","+1715"
"10:22:21 635","7230","-1"
"10:22:25 220","7230","-50"
"10:22:26 552","7230","-100"
"10:22:27 319","7230","-138"
"10:22:28 328","7230","-74"
"10:22:29 952","7230","+1"
"10:22:30 720","7220","-10"
"10:22:32 951","7230","+65"
"10:22:33 229","7230","-35"
"10:22:34 728","7230","+10"
"10:22:37 525","7230","+59"
"10:22:39 243","7230","-60"
"10:22:41 529","7230","-145"
"10:22:44 223","7230","-500"
"10:22:47 940","7230","-360"
"10:22:48 319","7230","+44"
"10:22:53 132","7230","+500"
"10:22:56 032","7230","+19"
"10:22:57 429","7230","-90"
"10:22:57 840","7230","-25"
"10:23:00 526","7230","-367"
"10:23:04 920","7220","-1868"
"10:23:08 522","7220","-400"
"10:23:08 635","7220","-791"
"10:23:11 132","7230","+30"
"10:23:14 040","7220","-30"
"10:23:16 933","7230","+69"
"10:23:18 233","7220","-35"
"10:23:18 529","7220","+172"
"10:23:18 529","7230","+128"
"10:23:21 256","7220","-1"
"10:23:21 534","7220","+20"
"10:23:21 534","7230","+80"
"10:23:26 938","7220","+10"
"10:23:32 329","7230","+2"
"10:23:41 040","7220","-33"
"10:23:42 648","7230","+20"
"10:24:05 425","7230","+1"
"10:24:14 730","7230","+1"
"10:24:16 928","7230","+1"
"10:24:23 026","7220","-174"
"10:24:23 246","7230","+1"
"10:24:25 442","7230","+42"
"10:24:28 926","7220","-1271"
"10:24:28 926","7210","-143"
"10:24:36 417","7210","-200"
"10:24:37 330","7210","-336"
"10:24:39 226","7220","+40"
"10:24:40 816","7230","+1"
"10:24:44 119","7210","-525"
"10:24:46 827","7210","-50"
"10:24:49 629","7210","-211"
"10:24:56 135","7220","+1"
"10:24:59 217","7220","+1000"
"10:24:59 225","7210","-100"
"10:25:04 829","7210","-2"
"10:25:04 941","7220","+50"
"10:25:08 617","7220","+301"
"10:25:08 737","7220","+6"
"10:25:10 537","7220","+100"
"10:25:11 141","7210","-514"
"10:25:11 419","7220","+4"
"10:25:11 420","7220","+763"
"10:25:12 240","7220","+100"
"10:25:14 827","7220","+50"
"10:25:14 953","7220","+396"
"10:25:18 342","7220","-100"
"10:25:20 722","7230","+18"
"10:25:20 723","7230","+1234"
"10:25:24 036","7220","-25"
"10:25:25 721","7230","+870"
"10:25:26 746","7230","+300"
"10:25:33 437","7230","-200"
"10:25:35 823","7240","+1"
"10:25:36 919","7230","-143"
"10:25:37 532","7230","+1"
"10:25:43 214","7230","+10"
"10:25:45 919","7230","+1000"
"10:25:48 040","7230","+1246"
"10:26:04 530","7240","+1"
"10:26:04 623","7230","-660"
"10:26:08 337","7230","-140"
"10:26:20 923","7240","+1"
"10:26:26 724","7240","+28"
"10:26:27 221","7240","+1"
"10:26:27 529","7240","+1"
"10:26:29 123","7240","+10"
"10:26:30 125","7240","+743"
"10:26:30 320","7240","+10"
"10:26:30 442","7240","+1372"
"10:26:30 734","7240","+357"
"10:26:30 755","7240","+302"
"10:26:30 828","7240","+367"
"10:26:32 523","7250","+478"
"10:26:34 523","7240","-26"
"10:26:34 619","7250","+478"
"10:26:35 240","7250","+478"
"10:26:35 323","7250","+5"
"10:26:35 430","7240","-300"
"10:26:35 815","7240","-27"
"10:26:36 529","7240","+223"
"10:26:41 737","7240","+1"
"10:26:42 637","7250","+48"
"10:26:45 442","7250","+41"
"10:26:46 429","7250","+40"
"10:26:46 727","7250","+1000"
"10:26:46 920","7240","-612"
"10:26:46 920","7230","-2699"
"10:26:48 520","7230","-11"
"10:26:53 313","7230","-100"
"10:26:53 723","7230","-1"
"10:26:55 125","7240","+1"
"10:26:59 228","7230","-1"
"10:27:03 730","7230","-691"
"10:27:07 122","7240","+5"
"10:27:07 439","7230","-450"
"10:27:12 723","7240","+1"
"10:27:15 246","7240","+3"
"10:27:18 510","7230","-100"
"10:27:21 136","7240","+1"
"10:27:23 022","7230","-50"
"10:27:23 727","7230","-75"
"10:27:23 926","7230","-492"
"10:27:27 333","7230","-1107"
"10:27:28 324","7230","+5"
"10:27:29 526","7230","+10"
"10:27:35 112","7230","+889"
"10:27:42 332","7230","-307"
"10:27:43 235","7230","-5"
"10:27:43 649","7230","-663"
"10:27:47 713","7230","-350"
"10:27:47 813","7230","-216"
"10:27:54 823","7230","-668"
"10:27:55 812","7240","+500"
"10:28:00 028","7230","-132"
"10:28:18 019","7230","+25"
"10:28:19 619","7230","+1862"
"10:28:19 733","7240","+20"
"10:28:19 734","7240","+6"
"10:28:20 030","7230","-27"
"10:28:22 019","7230","+23"
"10:28:26 536","7240","+1"
"10:28:27 012","7230","-55"
"10:28:29 137","7230","+2026"
"10:28:35 731","7230","+305"
"10:28:35 936","7230","+110"
"10:28:36 531","7230","+24"
"10:28:38 232","7240","+312"
"10:28:40 423","7230","-70"
"10:28:40 738","7230","-418"
"10:28:42 611","7230","-500"
"10:28:43 835","7240","+1"
"10:28:44 141","7240","+6087"
"10:28:44 218","7230","-2000"
"10:28:46 353","7250","+200"
"10:28:46 531","7250","+1821"
"10:28:46 807","7240","+1"
"10:28:46 819","7240","+136"
"10:28:50 139","7260","+1"
"10:28:50 611","7260","+944"
"10:28:59 418","7260","+3"
"10:28:59 539","7260","+498"
"10:29:01 121","7260","+100"
"10:29:02 014","7260","-90"
"10:29:04 437","7270","+42"
"10:29:08 424","7270","+1979"
"10:29:12 333","7260","-100"
"10:29:16 432","7280","+2040"
"10:29:16 944","7290","+6"
"10:29:19 227","7270","-1"
"10:29:20 738","7290","+100"
"10:29:22 935","7290","+2"
"10:29:27 635","7270","-500"
"10:29:31 420","7280","+275"
"10:29:32 217","7280","+275"
"10:29:34 210","7270","-100"
"10:29:34 620","7280","+100"
"10:29:35 540","7280","+108"
"10:29:36 326","7280","+550"
"10:29:38 522","7280","+1"
"10:29:38 927","7280","-50"
"10:29:41 220","7280","+326"
"10:29:42 028","7270","-700"
"10:29:42 747","7280","+500"
"10:29:43 356","7280","+18"
"10:29:47 230","7270","-6"
"10:29:48 022","7280","+400"
"10:29:49 313","7270","-30"
"10:29:49 431","7280","+10"
"10:29:50 619","7280","+57"
"10:29:50 710","7270","-5"
"10:29:51 615","7280","+84"
"10:29:52 334","7270","-100"
"10:29:54 144","7280","+1"
"10:29:55 424","7270","-25"
"10:29:55 918","7270","-80"
"10:30:01 916","7280","+1"
"10:30:04 534","7280","+9"
"10:30:06 221","7280","+10"
"10:30:13 015","7270","-499"
